iter	Logloss
0	0.4451565988
1	0.2856608189
2	0.1859062326
3	0.1233618338
4	0.08395486886
5	0.05874986485
6	0.04216536604
7	0.03119930812
8	0.02351979283
9	0.01992535618
10	0.01739950344
11	0.01553848485
12	0.01204680634
13	0.009554470607
14	0.008651242937
15	0.007965500423
16	0.007435379028
17	0.006212336949
18	0.005897241865
19	0.005040039062
20	0.00482030705
21	0.004650103978
22	0.00450400189
23	0.004391232627
24	0.003773414339
25	0.003687824522
26	0.003618044989
27	0.003551277161
28	0.003499596732
29	0.003073722022
30	0.003033395495
31	0.002997982025
32	0.00296569361
33	0.002666161946
34	0.002640250887
35	0.002618159158
36	0.002186884199
37	0.002166772979
38	0.001938967705
39	0.001924717222
40	0.0019102508
41	0.001898828643
42	0.001886178289
43	0.001876040731
44	0.001867283957
45	0.001858145305
46	0.001680383001
47	0.00167477744
48	0.001476354599
49	0.001469889913
50	0.001463544709
51	0.001459232875
52	0.00145544093
53	0.001450602259
54	0.001447107043
55	0.00144253649
56	0.001438286918
57	0.001251504353
58	0.001247235026
59	0.001243793351
60	0.001240048953
61	0.001095815659
62	0.001092560904
63	0.0009714826856
64	0.0008914868491
65	0.0008258981024
66	0.0008224947793
67	0.0007466560091
68	0.0007442261151
69	0.0007416381155
70	0.0007389785222
71	0.0006751337733
72	0.0006727546964
73	0.0006703735079
74	0.0006261849403
75	0.000624414444
76	0.0006225812776
77	0.0006206104415
78	0.0006195153509
79	0.0005712143012
80	0.0005698003769
81	0.0005305507183
82	0.000504055466
83	0.0005022519997
84	0.0005010046618
85	0.0004993715286
86	0.0004982325009
87	0.0004969781467
88	0.000463706834
89	0.0004627001626
90	0.0004613602843
91	0.000432681288
92	0.0004087366717
93	0.000407415356
94	0.0004062519755
95	0.0004049962589
96	0.000404149907
97	0.0004030464717
98	0.0004022346565
99	0.0004012367385
100	0.0004003464835
101	0.0003994129726
102	0.000378075804
103	0.0003772143296
104	0.0003570870331
105	0.0003562471867
106	0.0003554580552
107	0.0003546636445
108	0.0003373889582
109	0.0003365531308
110	0.0003358312334
111	0.0003192481995
112	0.0003185643128
113	0.0003178642477
114	0.0003172301905
115	0.0003017121724
116	0.0003011589391
117	0.0003004813194
118	0.0002868145534
119	0.0002862200396
120	0.0002733770098
121	0.0002730294466
122	0.0002624086652
123	0.0002620588371
124	0.0002537705728
125	0.0002435631582
126	0.0002430699553
127	0.0002424766847
128	0.0002418676104
129	0.0002413755826
130	0.0002409087079
131	0.000240392719
132	0.0002398306472
133	0.0002393236501
134	0.0002389779091
135	0.0002300009898
136	0.0002213500568
137	0.0002209580966
138	0.0002205280066
139	0.0002200500114
140	0.0002196599586
141	0.0002133624213
142	0.0002130445753
143	0.000212615507
144	0.0002121953964
145	0.000211776529
146	0.0002114490952
147	0.0002029447556
148	0.0002025733675
149	0.0001988108328
150	0.0001984488964
151	0.0001981128284
152	0.0001905353069
153	0.0001902018275
154	0.0001898602418
155	0.0001894763878
156	0.0001891429765
157	0.0001888467073
158	0.0001885153396
159	0.0001882395574
160	0.0001879578318
161	0.000182397059
162	0.0001772541659
163	0.000172366006
164	0.0001720513616
165	0.0001718445676
166	0.000169434292
167	0.0001691196987
168	0.0001688639947
169	0.0001685855559
170	0.0001628997666
171	0.0001626327378
172	0.0001624110086
173	0.0001621732031
174	0.0001619339841
175	0.0001616831166
176	0.0001575437103
177	0.0001573238032
178	0.0001544073139
179	0.0001540981531
180	0.0001509908267
181	0.0001484190396
182	0.0001482826642
183	0.0001480698415
184	0.0001448288134
185	0.0001446214403
186	0.0001422167846
187	0.0001419723375
188	0.000141711465
189	0.0001415337324
190	0.0001392089128
191	0.0001389887674
192	0.000136680024
193	0.0001364693471
194	0.0001362435307
195	0.0001360213842
196	0.0001358297127
197	0.0001356801902
198	0.0001355080094
199	0.0001353017773
200	0.0001351078749
201	0.0001322174498
202	0.0001320252674
203	0.0001318549003
204	0.0001288675921
205	0.0001286715439
206	0.0001284978219
207	0.0001283002581
208	0.0001270968063
209	0.0001269171749
210	0.0001239495363
211	0.0001211373125
212	0.0001210187333
213	0.0001208560807
214	0.0001182869502
215	0.0001166945611
216	0.0001144250631
217	0.000112488108
218	0.0001123052835
219	0.0001121800286
220	0.0001107877578
221	0.0001106830154
222	0.0001105563385
223	0.0001086984873
224	0.0001085625972
225	0.0001084508215
226	0.0001083294153
227	0.0001081742219
228	0.0001063491958
229	0.0001062193087
230	0.0001060501848
231	0.0001044306925
232	0.0001035559859
233	0.0001034366403
234	0.0001018115112
235	0.0001016458103
236	0.000101547667
237	0.0001014139652
238	0.0001012880291
239	0.0001011671083
240	9.925249645e-05
241	9.914009912e-05
242	9.904021025e-05
243	9.890267679e-05
244	9.876985209e-05
245	9.861441169e-05
246	9.856768165e-05
247	9.839893239e-05
248	9.830638341e-05
249	9.818524974e-05
250	9.685449941e-05
251	9.610635894e-05
252	9.603016717e-05
253	9.426954814e-05
254	9.419522115e-05
255	9.293493203e-05
256	9.146385533e-05
257	8.972964117e-05
258	8.964335067e-05
259	8.951314858e-05
260	8.937047209e-05
261	8.925979478e-05
262	8.914407662e-05
263	8.902659586e-05
264	8.894043309e-05
265	8.882998569e-05
266	8.87836303e-05
267	8.813888686e-05
268	8.80199245e-05
269	8.796242305e-05
270	8.649025645e-05
271	8.641291516e-05
272	8.506372145e-05
273	8.503193515e-05
274	8.496097156e-05
275	8.487063646e-05
276	8.474974973e-05
277	8.469479425e-05
278	8.462007557e-05
279	8.455239023e-05
280	8.441408191e-05
281	8.434821878e-05
282	8.294366939e-05
283	8.284800393e-05
284	8.279464075e-05
285	8.17501545e-05
286	8.165528945e-05
287	8.039785283e-05
288	8.03254417e-05
289	7.980716228e-05
290	7.976019382e-05
291	7.88722464e-05
292	7.880261115e-05
293	7.869407109e-05
294	7.863347871e-05
295	7.814935275e-05
296	7.737335988e-05
297	7.725562368e-05
298	7.72006682e-05
299	7.654190915e-05
300	7.646998337e-05
301	7.63947538e-05
302	7.632450547e-05
303	7.565961565e-05
304	7.55785874e-05
305	7.550894363e-05
306	7.481128829e-05
307	7.474051203e-05
308	7.375569003e-05
309	7.367311205e-05
310	7.256231989e-05
311	7.246459382e-05
312	7.239860296e-05
313	7.229665348e-05
314	7.220195021e-05
315	7.129295383e-05
316	7.125675678e-05
317	7.116688149e-05
318	7.034666198e-05
319	7.02644842e-05
320	7.023494584e-05
321	7.018453734e-05
322	7.012444309e-05
323	6.927765267e-05
324	6.922403829e-05
