iter	Logloss
325	6.917643121e-05
326	6.914134536e-05
327	6.907334498e-05
328	6.829879965e-05
329	6.825284873e-05
330	6.820653592e-05
331	6.815584643e-05
332	6.8098362e-05
333	6.804193343e-05
334	6.798288226e-05
335	6.795017208e-05
336	6.790905339e-05
337	6.787387388e-05
338	6.700076376e-05
339	6.689189162e-05
340	6.685332741e-05
341	6.680056027e-05
342	6.675758532e-05
343	6.671687535e-05
344	6.66480107e-05
345	6.584233897e-05
346	6.505970018e-05
347	6.502506137e-05
348	6.500443816e-05
349	6.427770427e-05
350	6.425811989e-05
351	6.419649294e-05
352	6.347715429e-05
353	6.344205567e-05
354	6.337522183e-05
355	6.331960644e-05
356	6.32814765e-05
357	6.325668522e-05
358	6.262443321e-05
359	6.201058626e-05
360	6.156709364e-05
361	6.153282949e-05
362	6.085221257e-05
363	6.018542392e-05
364	5.982475196e-05
365	5.97800357e-05
366	5.973368457e-05
367	5.931053843e-05
368	5.873566866e-05
369	5.812810149e-05
370	5.808287007e-05
371	5.752661398e-05
372	5.745774508e-05
373	5.741948315e-05
374	5.738203866e-05
375	5.73437001e-05
376	5.69758841e-05
377	5.644812754e-05
378	5.64076645e-05
379	5.635580846e-05
380	5.630271775e-05
381	5.628389972e-05
382	5.624171666e-05
383	5.621418783e-05
384	5.620070015e-05
385	5.61605181e-05
386	5.559361407e-05
387	5.554441895e-05
388	5.551586832e-05
389	5.497274229e-05
390	5.492008584e-05
391	5.488905736e-05
392	5.436682275e-05
393	5.38806745e-05
394	5.335227081e-05
395	5.332896113e-05
396	5.327508279e-05
397	5.325893845e-05
398	5.278123702e-05
399	5.275105153e-05
400	5.270606279e-05
401	5.222246902e-05
402	5.169571723e-05
403	5.16622918e-05
404	5.163395831e-05
405	5.123103942e-05
406	5.116518055e-05
407	5.112550088e-05
408	5.109103237e-05
409	5.105107171e-05
410	5.102097562e-05
411	5.100556782e-05
412	5.095281771e-05
413	5.054790633e-05
414	5.049551385e-05
415	5.046132633e-05
416	5.041731681e-05
417	5.041969674e-05
418	5.038608824e-05
419	5.035571541e-05
420	5.03357436e-05
421	4.98870526e-05
422	4.945753302e-05
423	4.943830626e-05
424	4.900250265e-05
425	4.897543788e-05
426	4.861603039e-05
427	4.861029131e-05
428	4.856191363e-05
429	4.852660213e-05
430	4.814839363e-05
431	4.812829409e-05
432	4.808632391e-05
433	4.802890335e-05
434	4.800035272e-05
435	4.797089951e-05
436	4.796174169e-05
437	4.794828381e-05
438	4.792919329e-05
439	4.786737476e-05
440	4.741827079e-05
441	4.713451011e-05
442	4.675714033e-05
443	4.673592108e-05
444	4.672273993e-05
445	4.667768734e-05
446	4.62256372e-05
447	4.619814243e-05
448	4.617479869e-05
449	4.615788375e-05
450	4.578912258e-05
451	4.547504868e-05
452	4.544002243e-05
453	4.543073262e-05
454	4.508229239e-05
455	4.507291317e-05
456	4.503986239e-05
457	4.500426991e-05
458	4.465217675e-05
459	4.461454919e-05
460	4.462092689e-05
461	4.458257556e-05
462	4.456795113e-05
463	4.454625079e-05
464	4.419302089e-05
465	4.418717112e-05
466	4.385501146e-05
467	4.38473693e-05
468	4.382358704e-05
469	4.379960895e-05
470	4.349878856e-05
471	4.323375225e-05
472	4.324202878e-05
473	4.322152053e-05
474	4.318218146e-05
475	4.287073868e-05
476	4.284608364e-05
477	4.249254295e-05
478	4.248238461e-05
479	4.244459953e-05
480	4.242523653e-05
481	4.239524688e-05
482	4.238317268e-05
483	4.238035423e-05
484	4.233870762e-05
485	4.235121182e-05
486	4.202130863e-05
487	4.172317045e-05
488	4.147785051e-05
489	4.143820916e-05
490	4.141435027e-05
491	4.142603704e-05
492	4.139953426e-05
493	4.137840016e-05
494	4.134993894e-05
495	4.132412161e-05
496	4.129954747e-05
497	4.098012618e-05
498	4.096217666e-05
499	4.092974322e-05
